"","lon","lat","bp","time_bp_slice","site","type","region","bio01","bio04","bio05","bio06","bio07","bio08","bio09","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","biome","npp","lai","altitude","rugosity"
"14",-8.55,39.98,17850,-18000,"Buraca_Grande","cave","Iberia",9.37200355529785,2.41538119316101,10.4052734375,6.86727905273438,3.53799438476562,11.9050235748291,6.32996034622192,11.9050235748291,6.32996034622192,1391.076171875,2829.91284179688,197.080627441406,922.869201660156,2680.66625976562,303.275512695312,2680.66625976562,303.275512695312,15,214.332458496094,1.48916661739349,171.161117553711,118.635353088379
"15",22.8075,37.68,17460,-17000,"Klissoura","cave","Greece",8.7580509185791,7.43293190002441,16.2732543945312,1.2603759765625,15.0128784179688,18.8774242401123,-0.197688803076744,18.8774242401123,-0.197688803076744,597.593383789062,1302.84375,118.555503845215,365.413543701172,1071.361328125,181.06755065918,1071.361328125,181.06755065918,14,119.16145324707,0.884999990463257,373.379455566406,304.501403808594
"16",36.58,29.14,14970,-15000,"Okuzini","cave","Levant",16.2274112701416,8.26420497894287,26.5397644042969,7.68203735351562,18.8577270507812,26.9173831939697,5.63541078567505,26.9173831939697,5.63541078567505,43.1354331970215,95.5389633178711,15.708984375,24.8280372619629,77.6639099121094,20.5607089996338,77.6639099121094,20.5607089996338,21,43.7375411987305,0.150624990463257,1020.78112792969,115.448684692383
"17",-3.8408,35.7569,12840,-13000,"Cueva_de_Nerja","cave","Iberia",14.8869113922119,4.71818804740906,21.83056640625,11.5411682128906,10.2893981933594,22.2025699615479,10.5644063949585,22.2025699615479,10.5644063949585,499.39599609375,949.217834472656,0,354.419891357422,901.716247558594,18.7100987434387,901.716247558594,18.7100987434387,13,209.461158752441,1.48656249046326,240.566314697266,245.822799682617
"18",12.8047,38.1152,11640,-12000,"Grotta_dell'Uzzo","cave","Iberia",15.4593143463135,6.00122141838074,20.4709777832031,11.5260467529297,8.94493103027344,23.7671852111816,8.95930910110474,23.7671852111816,8.95930910110474,493.06526184082,1036.12115478516,11.335319519043,308.827041625977,853.995422363281,66.5334911346436,853.995422363281,66.5334911346436,15,214.129486083984,1.88499999046326,308.213325500488,187.982765197754
"19",-0.214,38.7214,11200,-11000,"Santa_Maira","cave","Iberia",15.1527652740479,6.21279525756836,22.8860473632812,9.44647216796875,13.4395751953125,23.8943214416504,8.48428726196289,23.8943214416504,8.48428726196289,420.189208984375,780.661682128906,82.7502670288086,179.010940551758,635.572937011719,176.145843505859,635.572937011719,176.145843505859,15,212.010391235352,1.34333324432373,418.756530761719,299.085876464844
"20",35.05,32.733,10949,-11000,"Carmel","cave","Levant",18.1256351470947,6.1763277053833,25.395751953125,12.1102294921875,13.2855224609375,26.1043949127197,10.482741355896,26.1043949127197,10.482741355896,595.025756835938,1681.20166015625,0,601.793029785156,1483.81555175781,11.6945753097534,1483.81555175781,11.6945753097534,13,234.859954833984,1.29124999046326,182.400451660156,177.187240600586
"21",36.616,38.216,10930,-11000,"Dja'de","settlement","Levant",6.72857046127319,10.1121244430542,18.6767578125,-2.216552734375,20.893310546875,20.3548412322998,-5.90752744674683,20.3548412322998,-5.90752744674683,497.583374023438,813.771118164062,8.29952621459961,291.108978271484,780.745056152344,59.2007522583008,780.745056152344,59.2007522583008,14,116.968170166016,0.838124990463257,1660.61779785156,387.216278076172
"22",33.756,34.767,10760,-11000,"Shillourokambos","settlement","Cyprus",18.1489912668864,6.63268232345581,24.5869140625,11.9777119954427,12.6092020670573,26.6895484924316,10.0488119125366,26.6895484924316,10.0488119125366,453.26220703125,1030.36590576172,77.0258204142253,331.455393473307,928.844197591146,115.507596333822,928.844197591146,115.507596333822,13.6666666666667,247.482915242513,1.46659715970357,239.462827046712,184.921198527018
"23",2.00833,42.55417,10744,-11000,"Lake Racou","Peat zone","France",9.77828407287598,6.62465476989746,17.1187133789062,4.28436279296875,12.8343505859375,19.0753421783447,2.35003042221069,19.0753421783447,2.35003042221069,812.736022949219,1122.28588867188,470.277252197266,171.320648193359,942.853637695312,655.001098632812,942.853637695312,655.001098632812,6,580.579528808594,2.25999999046326,995.460021972656,516.847778320312
"24",-0.214,38.7214,10600,-11000,"Santa_Maira","cave","Iberia",15.1527652740479,6.21279525756836,22.8860473632812,9.44647216796875,13.4395751953125,23.8943214416504,8.48428726196289,23.8943214416504,8.48428726196289,420.189208984375,780.661682128906,82.7502670288086,179.010940551758,635.572937011719,176.145843505859,635.572937011719,176.145843505859,15,212.010391235352,1.34333324432373,418.756530761719,299.085876464844
"25",2.00833,42.55417,10538,-11000,"Lake Racou","Peat zone","France",9.77828407287598,6.62465476989746,17.1187133789062,4.28436279296875,12.8343505859375,19.0753421783447,2.35003042221069,19.0753421783447,2.35003042221069,812.736022949219,1122.28588867188,470.277252197266,171.320648193359,942.853637695312,655.001098632812,942.853637695312,655.001098632812,6,580.579528808594,2.25999999046326,995.460021972656,516.847778320312
"26",34.0684,34.9842,10420,-10000,"Cave_of_cyclops","cave","Iberia",18.4127140045166,6.54326486587524,24.7056884765625,12.5247802734375,12.180908203125,26.8760318756104,10.4131307601929,26.8760318756104,10.4131307601929,458.566040039062,1060.10485839844,72.1341934204102,339.191162109375,937.915466308594,110.112754821777,937.915466308594,110.112754821777,13,236.926971435547,1.15062499046326,98.6823501586914,105.404174804688
"27",-2.45,40.9,10241,-10000,"Canaleja","cave","Iberia",9.73748207092285,7.35971689224243,19.6640319824219,2.74948120117188,16.91455078125,20.4303722381592,1.86452639102936,20.4303722381592,1.86452639102936,535.921569824219,828.732116699219,166.757736206055,210.59033203125,707.494873046875,242.209869384766,707.494873046875,242.209869384766,15,208.022201538086,1.34333324432373,1154.76672363281,127.32788848877
"28",36.616,38.216,10080,-10000,"Dja'de","settlement","Levant",6.64943838119507,10.0235977172852,18.3419799804688,-2.16030883789062,20.5022888183594,20.0647926330566,-5.86865854263306,20.0647926330566,-5.86865854263306,497.366455078125,818.2958984375,7.77270364761353,289.767700195312,786.549011230469,58.8967628479004,786.549011230469,58.8967628479004,14,115.310005187988,0.806874990463257,1660.61779785156,387.216278076172
"29",2.00833,42.55417,9920,-10000,"Lake Racou","Peat zone","France",9.7441349029541,6.55328035354614,16.9606018066406,4.36880493164062,12.591796875,18.9049110412598,2.41790151596069,18.9049110412598,2.41790151596069,814.114562988281,1140.16381835938,478.00244140625,171.236511230469,960.553894042969,663.584045410156,960.553894042969,663.584045410156,6,573.792175292969,2.25999999046326,995.460021972656,516.847778320312
"30",33.756,34.767,9910,-10000,"Shillourokambos","settlement","Cyprus",18.1264082590739,6.59703858693441,24.5747782389323,12.0095723470052,12.5652058919271,26.6275774637858,10.0713780721029,26.6275774637858,10.0713780721029,442.058064778646,1003.49186197917,70.427973429362,323.471618652344,907.511596679688,108.296816507975,907.511596679688,108.296816507975,13.6666666666667,244.055180867513,1.48395832379659,243.276827494303,183.390914916992
"31",-4.1267,35.9513,9900,-10000,"Bouquete_de_Zafarraya","cave","France",15.7671756744385,5.67041802406311,23.5359497070312,10.9868927001953,12.5490570068359,24.0107402801514,10.1603283882141,24.0107402801514,10.1603283882141,540.987930297852,985.661926269531,18.5619678497314,372.942687988281,949.718383789062,49.2258081436157,949.718383789062,49.2258081436157,14,238.151916503906,1.42666661739349,521.13313293457,342.862533569336
"32",35.45,31.867,9749,-10000,"Tell_Es_Sultan","settlement","Levant",17.7921695709229,6.6276969909668,26.2115478515625,10.9180908203125,15.29345703125,26.2845497131348,9.468092918396,26.2845497131348,9.468092918396,479.271484375,1429.37585449219,0,506.784271240234,1231.58459472656,4.60641288757324,1231.58459472656,4.60641288757324,13,160.088943481445,0.931874990463257,530.402160644531,250.172836303711
"33",34.289,31.209,9749,-10000,"Abu_Salem","settlement","Levant",18.9230899810791,6.11252307891846,27.4767150878906,11.7190551757812,15.7576599121094,26.8634071350098,11.2983646392822,26.8634071350098,11.2983646392822,228.781234741211,674.278869628906,0,233.169128417969,565.932006835938,4.90725469589233,565.932006835938,4.90725469589233,13,203.308334350586,1.00999999046326,82.7346343994141,54.3744812011719
"34",-2.45,40.9,9718,-10000,"Canaleja","cave","Iberia",9.73748207092285,7.35971689224243,19.6640319824219,2.74948120117188,16.91455078125,20.4303722381592,1.86452639102936,20.4303722381592,1.86452639102936,535.921569824219,828.732116699219,166.757736206055,210.59033203125,707.494873046875,242.209869384766,707.494873046875,242.209869384766,15,208.022201538086,1.34333324432373,1154.76672363281,127.32788848877
"35",33.756,34.767,9660,-10000,"Shillourokambos","settlement","Cyprus",18.1264082590739,6.59703858693441,24.5747782389323,12.0095723470052,12.5652058919271,26.6275774637858,10.0713780721029,26.6275774637858,10.0713780721029,442.058064778646,1003.49186197917,70.427973429362,323.471618652344,907.511596679688,108.296816507975,907.511596679688,108.296816507975,13.6666666666667,244.055180867513,1.48395832379659,243.276827494303,183.390914916992
"36",36.416,38.166,9660,-10000,"Halula","settlement","Levant",6.38271474838257,9.87596416473389,17.9313049316406,-2.25692749023438,20.188232421875,19.5983924865723,-5.98740243911743,19.5983924865723,-5.98740243911743,500.456512451172,834.762084960938,20.3446216583252,278.811126708984,778.96533203125,69.0905609130859,778.96533203125,69.0905609130859,14,91.9096908569336,0.713124990463257,1747.98559570312,281.687255859375
"37",26.778668,42.629484,9525,-10000,"Straldzha mire","Peat zone","Serbia",10.2889347076416,9.30694484710693,19.2207336425781,3.85940551757812,15.361328125,22.9849376678467,-1.10607504844666,22.9849376678467,-1.10607504844666,553.668273925781,744.276977539062,380.84912109375,104.805603027344,707.087829589844,436.247375488281,707.087829589844,436.247375488281,15,412.938110351562,1.84333324432373,331.767791748047,171.984069824219
"38",12.8047,38.1152,9320,-9000,"Grotta_dell'Uzzo","cave","Iberia",16.102518081665,5.80675911903381,21.065673828125,12.3505401611328,8.71513366699219,24.2431325912476,9.74747610092163,24.2431325912476,9.74747610092163,510.015396118164,1008.39416503906,14.4449428617954,313.807678222656,891.823272705078,68.6108436584473,891.823272705078,68.6108436584473,16,230.261032104492,1.94229161739349,318.970420837402,184.041358947754
"39",-4.1267,35.9513,9250,-9000,"Bouquete_de_Zafarraya","cave","France",16.0977115631104,5.45984649658203,23.6465454101562,11.7109069824219,11.9356384277344,24.0849857330322,10.8846578598022,24.0849857330322,10.8846578598022,468.636474609375,871.757873535156,1.9250967502594,330.695098876953,821.101501464844,23.1894245147705,821.101501464844,23.1894245147705,13,241.201309204102,1.54124999046326,383.665191650391,286.595642089844
"7310",35.58881,32.82328,8917,-9000,"Kinneret","Lake","Levant",17.5151309967041,6.8216757774353,25.5426025390625,11.0179138183594,14.5246887207031,26.328311920166,9.03091812133789,26.328311920166,9.03091812133789,473.903472900391,1317.30859375,0,474.652709960938,1153.37548828125,4.46202421188354,1153.37548828125,4.46202421188354,13,159.330413818359,0.963124990463257,269.385559082031,278.7265625
"40",36.416,38.166,8850,-9000,"Halula","settlement","Levant",6.18340444564819,9.71153736114502,17.2517395019531,-2.29547119140625,19.5472106933594,19.0223731994629,-6.02974033355713,19.0223731994629,-6.02974033355713,500.066314697266,850.244812011719,22.0018558502197,276.072296142578,780.491394042969,71.4118347167969,780.491394042969,71.4118347167969,14,91.1024551391602,0.728749990463257,1747.98559570312,281.687255859375
"41",-7.574165,40.1233,8830,-9000,"Castelejo","openair","Iberia",12.0109195709229,5.74402713775635,19.6260375976562,6.59487915039062,13.0311584472656,20.1448497772217,5.84397792816162,20.1448497772217,5.84397792816162,1020.80639648438,1843.25915527344,107.108734130859,603.087951660156,1792.85180664062,224.666275024414,1792.85180664062,224.666275024414,15,157.461853027344,1.67666661739349,664.836669921875,323.642395019531
"42",33.756,34.767,8824,-9000,"Shillourokambos","settlement","Cyprus",18.0516401926676,6.55363527933757,24.4882609049479,11.9855550130208,12.5027058919271,26.5072701772054,10.0403378804525,26.5072701772054,10.0403378804525,426.283131917318,969.775126139323,63.0710334777832,314.232289632161,876.622741699219,93.6662445068359,876.622741699219,93.6662445068359,13.6666666666667,236.979639689128,1.40583332379659,248.204569498698,181.620831807454
"43",33.3396,34.7913,8800,-9000,"Khirokitia","settlement","Cyprus",17.3496646881104,6.21280384063721,23.3379211425781,11.5662536621094,11.7716674804688,25.3032665252686,9.73648452758789,25.3032665252686,9.73648452758789,433.152496337891,1027.11108398438,66.8797302246094,337.812774658203,931.716186523438,95.7080230712891,931.716186523438,95.7080230712891,15,261.370300292969,2.19749999046326,410.881805419922,311.962890625
"7210",35.58881,32.82328,8790,-9000,"Kinneret","Lake","Levant",17.5151309967041,6.8216757774353,25.5426025390625,11.0179138183594,14.5246887207031,26.328311920166,9.03091812133789,26.328311920166,9.03091812133789,473.903472900391,1317.30859375,0,474.652709960938,1153.37548828125,4.46202421188354,1153.37548828125,4.46202421188354,13,159.330413818359,0.963124990463257,269.385559082031,278.7265625
"44",-8.55,39.98,8680,-9000,"Buraca_Grande","cave","Iberia",14.4929141998291,4.79474258422852,21.1047668457031,9.59939575195312,11.50537109375,21.3088932037354,9.23178482055664,21.3088932037354,9.23178482055664,1056.52282714844,1929.7177734375,83.9661178588867,651.5205078125,1888.66796875,205.203018188477,1888.66796875,205.203018188477,15,308.801422119141,1.84333324432373,174.154632568359,117.131637573242
"7110",35.58881,32.82328,8663,-9000,"Kinneret","Lake","Levant",17.5151309967041,6.8216757774353,25.5426025390625,11.0179138183594,14.5246887207031,26.328311920166,9.03091812133789,26.328311920166,9.03091812133789,473.903472900391,1317.30859375,0,474.652709960938,1153.37548828125,4.46202421188354,1153.37548828125,4.46202421188354,13,159.330413818359,0.963124990463257,269.385559082031,278.7265625
"45",34.0684,34.9842,8560,-9000,"Cave_of_cyclops","cave","Iberia",18.3363285064697,6.50101709365845,24.6043701171875,12.4984130859375,12.10595703125,26.7745609283447,10.3801918029785,26.7745609283447,10.3801918029785,442.593719482422,1026.19189453125,62.3932266235352,329.557586669922,906.54296875,93.9533081054688,906.54296875,93.9533081054688,13,228.86100769043,1.00999999046326,100.947525024414,105.156303405762
"7010",35.58881,32.82328,8536,-9000,"Kinneret","Lake","Levant",17.5151309967041,6.8216757774353,25.5426025390625,11.0179138183594,14.5246887207031,26.328311920166,9.03091812133789,26.328311920166,9.03091812133789,473.903472900391,1317.30859375,0,474.652709960938,1153.37548828125,4.46202421188354,1153.37548828125,4.46202421188354,13,159.330413818359,0.963124990463257,269.385559082031,278.7265625
"46",35.376,31.141,8449,-8000,"Nahal_Hemar","cave","Levant",18.9329166412354,6.64144515991211,27.5431823730469,11.7581787109375,15.7850036621094,27.5112247467041,10.5594825744629,27.5112247467041,10.5594825744629,231.614700317383,701.382873535156,0,249.724609375,604.606506347656,1.13038051128387,604.606506347656,1.13038051128387,13,148.339538574219,0.759999990463257,195.688888549805,409.607727050781
"47",-8.55,39.98,8445,-8000,"Buraca_Grande","cave","Iberia",14.5567874908447,4.70211267471313,20.8676452636719,9.74533081054688,11.122314453125,21.2923316955566,9.38530921936035,21.2923316955566,9.38530921936035,1045.32629394531,1873.37585449219,86.1142349243164,632.49560546875,1850.16955566406,214.771911621094,1850.16955566406,214.771911621094,15,317.308807373047,1.84333324432373,175.192962646484,116.646934509277
"48",-2.45,40.9,8410,-8000,"Canaleja","cave","Iberia",9.63332557678223,7.05212259292603,18.6776123046875,2.95816040039062,15.7194519042969,19.6764965057373,2.077956199646,19.6764965057373,2.077956199646,544.432922363281,881.019897460938,168.648101806641,211.878997802734,747.134460449219,246.671905517578,747.134460449219,246.671905517578,15,223.579605102539,1.34333324432373,1154.76672363281,127.32788848877
"6910",35.58881,32.82328,8409,-8000,"Kinneret","Lake","Levant",17.6085453033447,6.70022535324097,25.3614501953125,11.22314453125,14.1383056640625,26.291690826416,9.24870204925537,26.291690826416,9.24870204925537,471.716644287109,1312.26306152344,0,474.077758789062,1151.56701660156,3.73076605796814,1151.56701660156,3.73076605796814,13,162.39208984375,1.00999999046326,269.385559082031,278.7265625
"6810",35.58881,32.82328,8282,-8000,"Kinneret","Lake","Levant",17.6085453033447,6.70022535324097,25.3614501953125,11.22314453125,14.1383056640625,26.291690826416,9.24870204925537,26.291690826416,9.24870204925537,471.716644287109,1312.26306152344,0,474.077758789062,1151.56701660156,3.73076605796814,1151.56701660156,3.73076605796814,13,162.39208984375,1.00999999046326,269.385559082031,278.7265625
"49",-6.217,43.117,8240,-8000,"La_Falguera","cave","Iberia",8.66890907287598,5.114577293396,14.620849609375,3.91775512695312,10.7030944824219,15.8574056625366,3.00109243392944,15.8574056625366,3.00109243392944,1060.29968261719,1533.30676269531,410.8388671875,385.959350585938,1492.32238769531,505.963623046875,1492.32238769531,505.963623046875,15,314.853942871094,1.84333324432373,809.452209472656,464.259826660156
"50",2.00833,42.55417,8179,-8000,"Lake Racou","Peat zone","France",9.73296546936035,6.31622362136841,16.4186096191406,4.65545654296875,11.7631530761719,18.4330081939697,2.66905117034912,18.4330081939697,2.66905117034912,819.64111328125,1168.85974121094,504.967010498047,169.757995605469,995.682678222656,693.1455078125,995.682678222656,693.1455078125,6,569.741333007812,2.40062499046326,995.460021972656,516.847778320312
"6710",35.58881,32.82328,8155,-8000,"Kinneret","Lake","Levant",17.6085453033447,6.70022535324097,25.3614501953125,11.22314453125,14.1383056640625,26.291690826416,9.24870204925537,26.291690826416,9.24870204925537,471.716644287109,1312.26306152344,0,474.077758789062,1151.56701660156,3.73076605796814,1151.56701660156,3.73076605796814,13,162.39208984375,1.00999999046326,269.385559082031,278.7265625
"51",34.851,31.046,8148,-8000,"Rasam_Harbush","settlement","Levant",18.734094619751,6.25097417831421,27.0930480957031,11.6502685546875,15.4427795410156,26.8684730529785,10.8852987289429,26.8684730529785,10.8852987289429,214.359619140625,665.901000976562,0,224.424362182617,543.876342773438,1.40473020076752,543.876342773438,1.40473020076752,13,171.123519897461,0.884999990463257,288.683319091797,133.70426940918
"52",-8.55,39.98,8120,-8000,"Buraca_Grande","cave","Iberia",14.5567874908447,4.70211267471313,20.8676452636719,9.74533081054688,11.122314453125,21.2923316955566,9.38530921936035,21.2923316955566,9.38530921936035,1045.32629394531,1873.37585449219,86.1142349243164,632.49560546875,1850.16955566406,214.771911621094,1850.16955566406,214.771911621094,15,317.308807373047,1.84333324432373,175.192962646484,116.646934509277
"6610",35.58881,32.82328,8078,-8000,"Kinneret","Lake","Levant",17.6085453033447,6.70022535324097,25.3614501953125,11.22314453125,14.1383056640625,26.291690826416,9.24870204925537,26.291690826416,9.24870204925537,471.716644287109,1312.26306152344,0,474.077758789062,1151.56701660156,3.73076605796814,1151.56701660156,3.73076605796814,13,162.39208984375,1.00999999046326,269.385559082031,278.7265625
"6510",35.58881,32.82328,7977,-8000,"Kinneret","Lake","Levant",17.6085453033447,6.70022535324097,25.3614501953125,11.22314453125,14.1383056640625,26.291690826416,9.24870204925537,26.291690826416,9.24870204925537,471.716644287109,1312.26306152344,0,474.077758789062,1151.56701660156,3.73076605796814,1151.56701660156,3.73076605796814,13,162.39208984375,1.00999999046326,269.385559082031,278.7265625
"53",-8.55,39.98,7870,-8000,"Buraca_Grande","cave","Iberia",14.5567874908447,4.70211267471313,20.8676452636719,9.74533081054688,11.122314453125,21.2923316955566,9.38530921936035,21.2923316955566,9.38530921936035,1045.32629394531,1873.37585449219,86.1142349243164,632.49560546875,1850.16955566406,214.771911621094,1850.16955566406,214.771911621094,15,317.308807373047,1.84333324432373,175.192962646484,116.646934509277
"6410",35.58881,32.82328,7850,-8000,"Kinneret","Lake","Levant",17.6085453033447,6.70022535324097,25.3614501953125,11.22314453125,14.1383056640625,26.291690826416,9.24870204925537,26.291690826416,9.24870204925537,471.716644287109,1312.26306152344,0,474.077758789062,1151.56701660156,3.73076605796814,1151.56701660156,3.73076605796814,13,162.39208984375,1.00999999046326,269.385559082031,278.7265625
"54",33.3396,34.7913,7830,-8000,"Khirokitia","settlement","Cyprus",17.4700260162354,6.14355659484863,23.4279479980469,11.7697448730469,11.658203125,25.3434886932373,9.93552017211914,25.3434886932373,9.93552017211914,425.262481689453,1024.25732421875,60.6080551147461,339.08154296875,928.485290527344,85.6553039550781,928.485290527344,85.6553039550781,15,263.894775390625,2.12458324432373,418.112609863281,309.666351318359
"55",33.3396,34.7913,7780,-8000,"Khirokitia","settlement","Cyprus",17.4700260162354,6.14355659484863,23.4279479980469,11.7697448730469,11.658203125,25.3434886932373,9.93552017211914,25.3434886932373,9.93552017211914,425.262481689453,1024.25732421875,60.6080551147461,339.08154296875,928.485290527344,85.6553039550781,928.485290527344,85.6553039550781,15,263.894775390625,2.12458324432373,418.112609863281,309.666351318359
"6310",35.58881,32.82328,7722,-8000,"Kinneret","Lake","Levant",17.6085453033447,6.70022535324097,25.3614501953125,11.22314453125,14.1383056640625,26.291690826416,9.24870204925537,26.291690826416,9.24870204925537,471.716644287109,1312.26306152344,0,474.077758789062,1151.56701660156,3.73076605796814,1151.56701660156,3.73076605796814,13,162.39208984375,1.00999999046326,269.385559082031,278.7265625
"6210",35.58881,32.82328,7595,-8000,"Kinneret","Lake","Levant",17.6085453033447,6.70022535324097,25.3614501953125,11.22314453125,14.1383056640625,26.291690826416,9.24870204925537,26.291690826416,9.24870204925537,471.716644287109,1312.26306152344,0,474.077758789062,1151.56701660156,3.73076605796814,1151.56701660156,3.73076605796814,13,162.39208984375,1.00999999046326,269.385559082031,278.7265625
"56",2.00833,42.55417,7534,-8000,"Lake Racou","Peat zone","France",9.73296546936035,6.31622362136841,16.4186096191406,4.65545654296875,11.7631530761719,18.4330081939697,2.66905117034912,18.4330081939697,2.66905117034912,819.64111328125,1168.85974121094,504.967010498047,169.757995605469,995.682678222656,693.1455078125,995.682678222656,693.1455078125,6,569.741333007812,2.40062499046326,995.460021972656,516.847778320312
"57",2.918,42.833,7500,-8000,"Cova_de_l'esperit","cave","Iberia",13.0745487213135,6.28522348403931,19.9651184082031,7.71707153320312,12.248046875,21.7261600494385,5.97943544387817,21.7261600494385,5.97943544387817,662.501831054688,1056.2333984375,245.804107666016,202.295257568359,847.243286132812,409.021545410156,847.243286132812,409.021545410156,6,644.959594726562,2.25999999046326,269.984344482422,246.985076904297
"58",35.61,32.44,7499,-7000,"Pella","settlement","Levant",16.8279056549072,6.77590799331665,24.3174438476562,10.5098876953125,13.8075561523438,25.4959449768066,8.24869155883789,25.4959449768066,8.24869155883789,428.790863037109,1200.15026855469,0,441.930847167969,1054.31909179688,0.431315660476685,1054.31909179688,0.431315660476685,13,146.669769287109,0.838124990463257,449.101104736328,442.061218261719
